# 微軟倉頡聯想詞詞表（多字詞），自官方 ChtChangjie.lex 解出
# columns: text <TAB> weight
# 44572 phrases
交易	10753903
交替	10055694
交會	10426631
交流	10743698
交涉	10565580
交界	10492337
交給	10712011
交織	10086839
交與	9825273
交誼	9870270
交談	10507710
交通	10763939
交還	10222329
交配	9109608
交鋒	10022866
交錯	10197542
交際	10372220
交集	9988160
亦或	10343069
亨利	10343069
亨通	10763939
享受	9850682
享壽	9429812
享年	10611344
享有	10763939
享樂	10271552
享用	10692423
享福	10096876
享譽	10407042
京劇	10642094
京城	10570578
京師	10285198
京戲	10489500
京滬	9728837
京畿	9975030
京腔	10149708
京華	10763939
京話	9307967
京都	10706068
亭亭	10343069
亭台	10589262
亮光	10489500
亮度	10395901
亮片	10285198
亮相	10706068
亮票	10570578
亮節	9975030
亮話	9728837
亮起	10642094
亮麗	10763939
人世	9307967
人中	10285198
人事	10725978
人人	10557794
人們	10642094
人力	10716104
人參	10174494
人口	10735693
人名	9061773
人命	10243306
人和	10264613
人員	10695863
人士	10763939
人家	10595364
人工	10570578
人影	9903514
人心	10517746
人性	10489500
人情	10412537
人手	10544736
人才	10685484
人數	10745255
人文	10428730
人格	10361195
人權	10664176
人次	10531391
人欲	9864327
人民	10754669
人潮	10619179
人為	10653236
人煙	8640903
人物	10706068
人犯	10459874
人猿	8220032
人瑞	9822436
人生	10607388
人稱	10123866
人緣	9777438
人群	10324384
人證	9482644
人質	10444502
人身	10305107
人造	9401565
人道	10378796
人選	10674924
人間	10395901
人際	9676005
人類	10630745
人馬	10503787
人體	10474868
什錦	10343069
什麼	10763939
仁人	10190474
仁兄	10566347
仁厚	9986172
仁宗	10271552
仁德	10763939
仁心	9008941
仁愛	10464914
仁慈	10517746
仁政	10407042
仁武	10729233
仁義	10653236
仆倒	10763939
仇人	10424148
仇家	10670341
仇怨	9582406
仇恨	10763939
仇敵	10249470
仇視	10559638
仇隙	10003277
今世	9961385
今人	10096876
今夜	10575617
今天	10763939
今年	10382256
今後	10677050
今日	10722048
今昔	9119644
今晚	10628449
今晨	10517746
今朝	10301177
今歲	9540515
今生	10207579
今番	9786708
介入	10149708
介意	10489500
介於	10642094
介殼	9975030
介紹	10763939
介質	10570578
介面	10706068
仍然	10343069
仍舊	10763939
仔細	10763939
仕女	10763939
仕途	10343069
他倆	10670341
他們	10763939
他力	10138767
他方	9828600
他日	10559638
他殺	10718942
他物	9582406
他種	10249470
他處	10617508
他鄉	10495664
他院	10003277
他項	10343069
仗勢	10517746
仗義	10763939
付予	10478559
付出	10414585
付印	10168392
付梓	10343069
付款	10763939
付清	10682860
付現	9922198
付給	10724752
付與	10261990
付託	10536430
付賬	9501328
付郵	9747522
付錢	10637863
仙丹	10566347
仙人	10407042
仙侶	9850682
仙境	10692423
仙女	10653236
仙姑	9986172
仙子	10729233
仙家	9429812
仙桃	9008941
仙樂	10190474
仙界	10096876
仙翁	9676005
仙草	10763939
仙逝	10517746
仙鄉	10271552
仙鶴	10464914
代價	10720027
代勞	10163666
代墊	9988990
代工	10409860
代打	10124480
代數	9457416
代書	10545350
代替	10621348
代步	10503458
代溝	10200477
代為	10704654
代理	10749652
代用	10037590
代碼	10384018
代管	10458461
代耕	9742796
代號	10481376
代表	10763939
代言	9936157
代課	10565260
代謝	10235183
代辦	10584537
代銷	10524766
代電	8901055
令兄	10559638
令孫	10424148
令正	10763939
令箭	10670341
令節	10003277
以上	10672362
以下	10713311
以來	10751672
以便	10613076
以免	10739152
以內	10547370
以前	10699966
以北	10529770
以南	10511644
以及	10763939
以外	10597304
以太	10237204
以往	10658074
以後	10726369
以是	10343069
以東	10473682
以次	10032902
以此	10581112
以為	10686320
以至	10433188
以致	10643442
以西	10389798
以資	10453772
以防	10564476
以降	10366883
仰仗	10653236
仰天	10436667
仰慕	10763939
仰望	10343069
仰止	10589262
仰臥	10711107
仰角	10517746
仰賴	10232366
仰面	9255134
仰頭	9676005
仲介	10763939
仲冬	9786708
仲夏	10207579
仲秋	10453772
仲裁	10628449
仳離	10763939
任事	10131581
任何	10441748
任免	10306258
任內	10687942
任務	10763939
任命	10377775
任性	9464518
任意	10727129
任憑	10225180
任教	10499620
任期	10601052
任為	9885388
任用	10552452
任職	10646050
份內	10517746
份子	10096876
份量	10763939
仿佛	10343069
仿傚	10517746
仿古	10653236
仿單	10096876
仿照	9676005
仿造	10763939
企劃	10662506
企圖	10763939
企望	9627404
企業	10294468
企求	9206534
企盼	10388066
企管	10604635
企鵝	9873598
伉儷	10763939
伊人	10096876
伊始	10407042
伊朗	10692423
伎倆	10763939
伏下	10517746
伏地	10232366
伏擊	10436667
伏案	10653236
伏法	10343069
伏流	9922198
伏特	10711107
伏筆	10763939
伏羲	10096876
伏誅	9676005
伐木	10763939
休假	10731110
休克	10533518
休兵	10238724
休學	10374214
休息	10763939
休想	9817853
休憩	10620407
休戚	9396982
休戰	9643176
休會	10696404
休業	9953343
休止	10064046
休閒	10484917
休養	10432084
伙伴	10763939
伙計	10096876
伙食	10517746
伯仲	10763939
伯伯	10642094
伯勞	9307967
伯恩	10149708
伯樂	10395901
伯母	10489500
伯爵	10706068
伯父	10570578
估價	10670341
估單	10003277
估測	10249470
估算	10763939
估計	9582406
估量	10559638
伴侶	10763939
伴唱	10589262
伴奏	10682860
伴娘	9922198
伴舞	10343069
伴隨	9501328
伴食	10168392
伶俐	10763939
伸入	10589262
伸冤	10547370
伸出	10502373
伸及	10343069
伸展	10665260
伸張	10699966
伸手	10763939
伸港	10732794
伸直	9786708
伸縮	10628449
伸腿	9922198
伸長	10279095
伸開	8944968
伸頭	9612031
伺候	10589262
伺服	10763939
伺機	9922198
似乎	9501328
似地	10682860
似是	10343069
似的	10763939
伽藍	10763939
佃租	10763939
佃農	10343069
但丁	10343069
但凡	10096876
但是	9676005
但書	10517746
但須	10653236
但願	10763939
